v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20
10.6402,78.5093,98.3692,8.73897,73.6224,22.3442,37.4294,68.0888,37.384,78.481,41.374,75.2412,7.44312,44.5117,81.8304,47.9046,32.7147,34.5393,19.621,40.8198
27.05,30.5913,21.0286,52.1107,23.7818,35.2546,86.795,80.9542,4.56819,18.7502,63.1626,83.8695,12.8152,46.6892,69.4969,80.7443,95.1218,15.3959,87.1944,57.7734
30.6503,21.4314,40.3079,50.146,85.063,75.3335,20.5831,1.65719,37.2253,36.881,87.4011,25.8535,92.1192,41.3402,11.1098,20.0204,83.8118,38.5706,81.9929,37.1664
69.014,85.8049,54.1234,90.684,38.6318,84.5984,59.7993,9.97019,38.2692,23.0191,69.0749,47.1481,17.0091,56.9052,36.2468,4.42304,59.2502,44.5973,14.1597,41.6113
1.27385,47.6248,54.8862,1.07219,4.21996,0.242269,94.028,11.5157,87.982,80.5141,11.0098,69.4479,58.0018,77.0771,81.8562,20.7834,67.7055,62.2278,59.5078,3.48257
68.6232,88.7766,43.0916,37.52,88.511,41.4813,3.53981,85.5128,63.8211,40.7036,27.2043,64.1223,1.57464,71.8916,28.851,34.0437,96.7308,41.1509,45.562,76.0742
6.6017,93.8073,43.5603,40.2635,34.3979,82.4439,84.299,50.5187,6.00314,56.8296,65.6375,96.1091,46.2796,30.4501,91.578,59.2598,9.66352,11.0139,26.9219,97.4818
45.4792,13.9799,96.9313,76.5334,61.6533,87.4498,93.2415,77.1012,46.6491,37.0188,16.3807,23.526,14.2024,2.81803,93.2673,1.38882,94.8053,92.8869,41.0563,36.9728
94.669,14.1859,83.829,56.8107,63.4939,81.0402,51.3105,3.79129,98.7291,67.4936,52.3223,56.6791,70.0669,70.568,1.55794,78.1059,49.5421,86.4477,76.1523,77.363
69.5263,95.8539,54.9676,11.6835,59.7959,33.3888,80.5335,30.8922,13.1127,93.1783,8.94941,36.5911,45.4172,53.5488,73.7497,68.9444,80.3979,62.9087,47.3463,94.069
29.9956,45.0673,78.2321,90.9261,99.6197,39.7715,59.4401,9.62765,30.3321,76.5228,21.7805,28.9205,93.4528,52.1117,51.8253,79.1415,5.26881,32.6731,89.3465,36.6167
39.4354,8.74328,31.619,5.57215,16.6213,55.3836,41.4031,48.2452,75.8365,40.8804,34.6672,21.9174,63.2076,0.600228,83.1827,54.168,47.7317,12.1695,47.1771,42.431
66.2472,77.0139,68.5804,36.2847,87.498,35.0439,7.36262,11.129,28.041,5.79006,20.3078,71.6984,68.92,39.2401,49.3583,75.3038,75.3852,51.0226,90.3408,89.1078
31.425,52.3536,14.5748,21.5435,30.6871,4.44091,95.9117,3.28513,70.4317,78.7024,49.1681,73.7484,53.8634,50.1541,95.6375,16.0757,25.3067,83.9759,75.2681,24.8777
49.049,15.1743,79.5444,87.769,62.2969,45.8444,90.5296,84.9548,86.7358,83.3935,5.37948,62.2492,32.5819,94.0406,36.823,15.6866,62.5672,89.5659,13.6071,55.6315
5.99629,81.8384,33.4497,16.1661,68.0457,95.2778,97.5502,73.409,32.8608,65.0967,48.6783,73.1705,78.0994,12.8063,53.1791,42.6435,7.48932,21.5946,96.4658,52.6179
30.9483,52.0668,53.4535,39.5133,60.1636,79.1221,59.05,40.1174,65.2848,80.2247,45.223,47.232,98.6672,49.5879,29.6199,88.0577,47.9086,68.4944,38.8356,5.86366
47.2957,77.7829,29.1668,45.6891,49.541,61.6005,64.9001,30.0183,49.459,79.2539,99.4739,64.662,56.5337,83.1364,4.7382,73.0283,31.7723,84.3303,62.2914,46.3163
3.00762,85.2702,79.6323,35.6427,42.8836,62.1413,82.1071,76.7921,36.3816,23.8809,39.3858,9.297,87.1561,15.8894,23.7168,28.2883,37.9835,14.7635,64.4189,3.85218
95.9287,3.43613,15.9449,67.0406,79.1297,29.4056,77.0983,56.8136,67.9453,53.6673,53.4228,75.829,71.3957,30.9983,0.844881,88.833,7.92157,55.9805,22.335,62.0854
58.0097,44.4878,34.0152,66.9262,47.5975,1.44029,6.62082,30.4114,67.4301,87.4195,2.43566,12.4466,16.2013,19.7334,23.9118,55.6027,31.0319,35.8773,22.1421,67.0542
44.8278,27.0316,5.88553,3.50909,59.2372,16.2083,0.862995,18.284,10.1559,16.0002,56.9561,50.5347,68.0043,49.9687,47.9681,97.1285,66.4125,4.18041,24.5799,30.2679
33.7706,60.314,45.8445,89.7992,38.6331,58.5751,40.0368,66.6816,3.63869,43.8612,15.3483,83.2902,82.7903,70.6583,33.994,62.609,80.7132,64.604,11.7669,32.4163
83.068,20.1255,20.3233,88.2639,74.9928,58.961,49.6174,30.4452,96.7003,30.4661,51.7921,41.2682,27.2676,36.7323,67.267,51.9832,5.13854,68.9098,32.7516,31.0738
37.275,59.403,13.797,93.8865,50.342,51.7671,48.4154,51.6005,41.7747,12.6895,95.7958,3.23544,1.69226,49.2842,77.736,37.5984,60.0266,80.3593,2.40841,57.2972
29.5286,17.0428,22.895,91.8904,10.9464,95.9491,84.3468,62.0501,68.4905,94.6628,28.8357,7.18885,46.0336,94.5698,31.3584,72.4414,72.178,91.2608,97.126,38.0891
85.0112,62.0461,25.2098,41.1907,46.6914,64.4104,29.8414,59.0837,18.3305,97.8245,56.706,6.10357,74.3284,35.477,88.4426,54.4667,23.9978,44.8924,77.9628,44.9684
53.2021,92.7272,15.0129,27.8432,91.6391,74.926,5.13361,99.579,82.7281,29.119,44.6775,33.5388,36.9011,51.3257,0.394147,53.8999,5.27549,70.7795,89.7112,11.5025
39.6352,5.07108,72.9094,80.9775,60.6293,55.4694,97.1178,36.714,86.084,88.1546,14.3143,26.2883,16.7525,33.6338,43.1215,97.5226,99.554,18.0192,16.089,30.9365
97.7648,46.4769,53.0745,67.1712,95.9398,3.41086,49.8311,44.697,69.932,73.6495,42.632,15.3606,50.5312,64.6614,67.6338,92.4875,4.23368,73.5158,22.8583,2.6226
4.92626,37.2288,46.5039,89.4354,55.8467,87.7467,62.5927,44.0437,98.693,61.3485,5.23296,60.6167,83.0528,72.3823,60.2679,29.8619,40.2242,15.5221,8.66128,56.3256
57.0306,89.3734,1.40923,25.7289,38.6185,17.8362,57.6823,4.64798,93.7743,81.1209,48.6888,73.0233,86.0305,46.9311,8.84271,78.6838,24.184,34.9442,39.781,75.5255
29.8723,17.1423,21.6069,40.7107,58.7853,0.178418,45.7263,25.8096,78.5123,44.5705,55.5615,6.54463,27.9225,38.385,37.3335,9.54892,70.5451,73.1425,40.5327,69.5881
45.6133,36.8095,40.8756,22.6653,50.1121,85.5947,3.73582,46.8167,15.2008,77.2252,9.5091,25.6336,1.82995,17.0081,13.8993,23.0434,11.1338,16.4538,64.096,8.67657
8.63816,70.6512,39.842,95.3158,99.6526,92.3217,31.1151,8.74201,68.3525,82.3021,60.1297,36.3259,91.6727,55.63,17.2038,22.2969,65.0823,70.3828,76.2655,13.6568
46.0414,64.6462,64.5346,60.782,7.36318,24.6208,45.0754,87.9773,43.5095,96.6515,46.769,41.6458,93.2238,97.1507,81.4039,57.5089,62.217,1.13052,17.6789,21.08
43.3274,70.4353,71.8027,17.4748,48.9503,20.5827,61.2838,11.2202,69.7239,1.74574,67.0974,97.3901,10.5451,66.9212,38.5053,13.9371,98.9238,67.789,84.8967,28.1839
7.50045,71.4773,88.4962,11.5261,75.4778,12.2271,18.283,99.5752,82.07,12.238,66.3392,60.5783,42.0813,88.5226,13.8645,65.6225,4.52294,70.8026,82.5321,21.7764
85.0684,98.6283,68.5362,77.5482,96.1586,29.5818,47.7075,69.1555,6.34582,26.0612,93.0349,25.1038,62.9002,31.8516,53.423,68.0794,82.9752,14.393,56.635,54.7736
54.799,82.0923,48.1266,8.17142,46.1923,76.7951,56.8335,85.7193,39.7974,20.1893,58.3844,22.0796,55.1423,6.55836,83.6648,60.2276,60.2592,62.398,88.2287,23.5928
46.8742,75.5757,85.6373,26.2838,43.3105,48.4998,97.667,32.6922,29.5251,85.5484,16.3359,35.9014,73.8641,64.8995,29.4677,85.8422,74.9752,2.23437,34.0167,4.68301
48.5219,49.4419,92.9094,68.0495,38.6916,85.6743,77.2782,97.9699,64.3474,30.6512,15.0107,53.7617,5.65732,17.5732,4.15576,17.636,99.6185,59.0156,67.7643,59.9416
31.0248,66.1487,13.6005,8.23041,54.8019,71.6967,17.8931,94.3253,86.1931,56.4286,94.1248,88.5934,69.6715,96.1516,14.6188,38.8556,95.6191,96.5915,62.983,54.8776
78.3581,77.3398,25.8057,12.4026,38.3832,39.2965,82.6477,76.8342,6.66222,63.5158,9.82751,40.3948,74.5174,29.0988,79.9771,15.5317,10.5366,63.167,66.8705,45.157
5.47529,85.1458,93.3547,90.3177,19.6795,57.1305,84.0146,82.1822,99.7299,34.8853,91.3647,84.0411,13.2889,8.36216,10.7957,14.9639,82.0236,24.3042,17.1746,8.11923
54.0196,18.9066,34.4417,88.3649,18.2292,36.4574,64.8312,63.0428,86.2412,96.4878,60.5698,18.8692,92.8153,49.3602,91.9153,21.0245,31.2188,3.28332,7.34597,52.1478
89.1197,20.1358,66.0254,84.7864,95.6731,14.8367,94.9479,3.93386,18.9055,38.8805,62.4432,39.614,1.72569,26.33,45.284,78.1256,29.4862,20.216,64.5908,92.878
23.4721,34.1369,54.5415,84.0123,24.9109,97.7425,24.0552,17.0196,31.2138,57.8116,51.5299,13.0321,59.9064,79.9205,90.9887,79.1551,25.0135,16.2968,77.1244,88.2216
13.6791,76.2191,47.7316,3.46122,14.9553,16.2451,69.7891,65.4487,57.3512,94.8184,24.4745,37.2763,95.9697,98.9951,18.1679,99.054,30.8078,50.9592,73.9832,3.94421
38.0769,13.8704,41.9596,43.8587,54.9263,89.4968,60.8677,36.6346,51.936,83.043,18.5448,1.27455,5.61268,22.7219,53.3406,41.1497,57.6743,93.7583,80.9333,20.5411
39.6392,11.7002,71.4568,72.5853,1.06259,47.1633,40.0436,28.9709,66.5609,51.8773,98.686,57.7272,75.4046,62.4953,53.2017,71.31,75.1614,67.5227,21.2401,4.39029
89.5384,27.2132,17.9381,33.1108,13.5558,6.0904,26.4943,0.251644,3.68035,74.6662,46.5842,37.2392,98.492,14.4524,9.64615,2.05618,43.5028,18.608,0.65638,83.4562
91.3471,24.034,55.6422,45.549,18.5347,64.3253,83.517,49.7452,27.8919,15.5773,23.982,34.4813,70.4685,90.6105,64.9712,10.3978,38.8067,69.3891,38.2548,21.9278
11.9627,10.0105,39.8101,57.1358,61.9499,21.1787,3.17457,48.6423,36.5229,94.5273,59.0672,80.697,75.5796,6.36211,92.9186,58.7186,45.2629,80.1025,14.5315,55.2816
14.0921,96.2659,35.6957,77.3002,13.8127,49.6722,36.953,5.93736,48.1672,48.6897,29.3402,87.9778,54.6953,17.4105,26.9147,34.759,37.2634,31.7482,19.2853,28.6867
39.566,64.4453,50.0761,0.153518,70.6236,21.4212,50.003,96.7934,0.28248,2.427,41.316,30.3158,11.1639,93.2832,42.1425,28.0117,34.0759,72.9652,14.3061,75.5102
58.3038,55.9403,84.0355,34.2953,71.8517,58.8838,48.4657,75.4322,91.2634,43.2442,95.7233,70.1112,6.03777,2.92842,64.9786,88.2575,54.2708,9.86409,95.1081,76.1036
26.5126,4.30654,25.8594,71.9631,3.87612,2.42273,40.8321,48.1815,92.6792,15.4133,72.731,72.2888,66.0118,21.4843,68.9162,97.0616,91.3345,66.0498,7.19517,24.0476
58.0606,23.8651,15.7838,55.828,72.0136,28.2793,29.7981,75.9937,68.5066,79.1646,66.489,93.0162,19.046,6.76933,71.3362,33.9296,72.104,41.5378,81.3823,70.8463
98.5243,25.5663,92.4197,54.7078,62.4291,79.7328,14.6241,38.5101,79.8116,92.4359,64.7599,26.2701,84.8821,44.9594,35.1916,48.7655,17.9584,14.0942,46.9257,1.27764
89.375,73.6105,58.7948,52.2461,67.7167,89.521,39.9301,20.7121,22.9208,5.35583,63.2536,42.1626,35.3805,15.3477,26.2563,90.6067,42.2308,85.2816,87.6381,38.0043
71.3412,61.0155,85.968,39.9125,59.2511,87.4511,19.1219,72.1498,24.176,52.9322,30.7667,89.5317,89.662,27.1781,30.4683,78.3284,58.0319,0.344626,12.0419,3.25197
64.1794,26.8378,54.6978,69.3274,51.2041,86.7838,5.02178,67.1702,72.1276,23.6876,81.9944,47.4214,58.0584,30.8667,17.3328,66.7998,12.4641,13.8455,51.8902,98.979
36.674,92.2314,29.2495,87.137,42.4036,91.1854,13.6732,92.907,12.7146,2.04564,92.2023,93.7095,56.0193,32.344,59.3522,55.4078,49.4754,15.2997,1.702,76.9628
8.50032,12.8932,99.4308,3.9377,99.0191,99.0878,0.274571,66.4008,5.38026,57.4037,50.0139,36.708,83.6973,19.7536,10.2733,76.1477,13.9584,96.6242,93.4438,38.6107
4.75105,41.3637,50.5701,97.9224,13.3657,90.0828,33.3741,58.385,7.57642,92.7426,50.7385,42.0149,76.765,73.1178,93.7643,71.5055,31.032,80.1467,62.2828,92.9334
7.70375,31.9513,99.7225,59.0289,22.5715,95.5196,4.21524,67.3793,10.5819,93.4062,42.2493,48.9338,60.1852,74.0643,9.76582,25.6584,83.4026,90.2944,50.8309,59.4116
62.0039,5.62802,1.73439,14.1241,5.84569,20.4617,18.0771,42.0091,62.4902,45.8744,9.45407,29.3532,81.5987,68.0534,38.5591,78.0602,50.3395,32.8596,42.1724,12.0267
36.1884,3.64321,3.25328,98.0073,9.53948,43.7518,47.2074,25.8043,12.0535,95.4313,81.8125,96.2989,30.6293,21.4673,1.30065,18.2381,61.4656,6.11135,37.8705,12.1513
15.4166,20.316,76.1427,28.9035,69.5909,21.7435,76.9133,47.7079,23.1212,5.87409,22.7539,5.94093,7.70283,4.93716,14.9694,86.4404,77.4316,30.7525,84.3898,3.44093
69.3643,50.226,56.1306,92.5768,74.0529,65.9365,18.8635,35.5111,20.064,65.3479,94.0464,5.52478,92.3182,60.6649,79.8998,50.089,43.1713,61.0984,65.0985,65.0964
19.4968,77.7435,19.3706,69.8891,96.0052,81.2643,44.2729,59.5286,42.5627,54.1665,38.7145,85.1634,27.5615,80.371,15.3664,70.8456,15.232,30.1204,75.6578,95.0188
61.1879,65.8828,43.2962,99.3495,18.6725,7.46335,96.1352,56.6241,44.0561,62.9501,57.617,72.5774,71.1202,82.8306,49.3914,61.1124,42.0447,2.97896,70.3295,76.9834
7.32883,58.6315,19.9685,29.8659,76.2822,20.9094,89.2759,11.2834,65.0202,44.5998,54.2485,61.8579,80.9546,73.2621,10.2994,15.9722,19.003,11.2925,41.3682,90.1383
25.6874,92.6478,94.0693,19.0933,51.4269,10.9557,59.3851,46.0732,83.3251,85.9485,34.4296,78.4032,75.3674,78.026,86.4909,74.7963,35.8952,21.5738,17.1231,35.8997
3.33052,82.721,37.411,71.2449,30.3305,97.3368,79.7744,7.36999,32.113,24.2538,46.0025,47.1554,64.5018,13.6769,9.28953,45.4967,70.0739,68.6354,58.5384,62.9908
1.69706,12.7348,54.6196,61.7298,9.75155,60.2027,67.5669,48.6859,20.5967,80.1679,95.9838,70.4432,58.181,7.16746,95.4264,60.2843,92.7414,7.80486,65.2332,98.6179
26.9905,19.0397,68.898,36.5081,95.1945,59.6281,95.0406,30.6144,38.4136,66.4101,74.8334,42.6188,34.0432,28.0578,94.0607,64.4384,2.57792,22.9366,93.4086,38.9089
66.9507,78.7035,14.3029,49.9321,40.4736,0.405391,99.1546,14.3254,87.073,37.8034,73.8272,37.8411,94.9495,90.28,39.9753,80.0169,55.8422,14.1386,32.1375,36.608
51.9957,7.50371,4.38537,52.4384,10.2778,82.5108,59.9413,69.4222,28.161,91.4267,6.27,41.1774,58.3729,6.15274,45.9424,82.2638,33.6481,32.2773,69.7223,8.16272
49.1038,21.1102,46.6788,55.2198,36.0727,98.8509,21.3616,57.6992,44.1704,8.80531,70.7133,54.2105,5.35688,7.41669,85.7048,29.3734,74.4505,58.5736,38.5013,48.4237
71.1987,30.1127,91.0321,80.9867,64.1523,52.335,68.8327,62.0927,59.8223,17.3357,42.7167,70.3295,59.0453,99.3176,55.8199,6.75142,31.3664,71.5247,81.4685,53.1102
12.72,3.05949,18.2104,63.3263,9.24045,78.3841,33.2687,34.4788,24.1666,88.4389,33.6634,30.9378,93.4634,88.9977,89.6927,92.6331,94.0773,58.1395,1.77896,8.77738
63.4025,69.7181,39.9598,36.9001,29.4843,95.4889,79.6195,50.5044,47.3533,46.562,64.5861,68.2209,24.8115,78.6434,39.2416,81.6696,10.7477,42.1879,15.2922,25.3903
96.9585,49.6764,49.3576,12.3707,12.1007,78.205,50.4697,1.26688,5.79527,49.6581,31.3426,87.724,12.3873,63.7282,45.9845,16.0011,94.7183,78.9428,1.55262,88.2527
16.5362,35.4515,98.3667,98.3724,5.91488,65.1014,37.9968,94.7745,46.3888,24.2623,21.1855,3.1953,27.9448,97.2499,53.5583,82.1654,70.6917,84.8493,83.8177,55.3799
39.9912,17.954,14.7476,30.6099,38.4866,19.7566,47.5666,63.3573,3.29062,43.4327,10.5001,45.3154,26.4142,25.4992,60.3391,15.4974,31.276,62.5085,63.5625,38.3257
49.704,14.912,10.1299,66.2344,56.2383,40.9932,46.4782,24.8157,94.6588,83.861,70.3029,78.216,55.3423,16.5869,85.7765,64.5337,2.39972,23.2364,53.3423,28.9769
59.0116,14.8553,85.3671,73.6999,59.8526,48.4503,42.5636,61.5646,35.3652,33.7363,98.1461,83.0229,78.5145,49.9292,53.0992,20.4118,4.67383,89.3972,14.0421,64.5301
8.99039,56.8628,17.1253,76.3895,62.3437,34.5605,10.6962,32.4336,62.9448,65.6536,6.45727,29.3658,11.2068,86.7672,19.3045,25.3814,27.0489,29.5686,66.8377,34.4502
48.2314,96.6966,85.9811,92.5215,94.9919,54.5821,37.0198,30.1122,43.3661,71.3679,46.5078,6.86203,73.8237,72.502,29.5329,45.8032,38.5325,75.2527,68.8974,23.29
74.5675,99.3131,4.26856,46.6881,91.9145,56.723,42.4188,30.2649,68.9993,65.7502,47.91,28.2497,38.8578,30.9013,78.0195,26.7475,66.1374,59.1939,67.315,57.1617
67.7459,88.428,63.0775,89.7946,76.6791,11.7425,37.9669,8.82442,31.0822,33.1439,10.0083,46.3328,78.8711,26.2436,1.99569,90.7496,46.1053,31.7096,17.3312,42.9619
26.0995,17.9817,73.5868,20.5311,63.2421,14.8486,42.8183,64.5045,56.9458,77.8622,84.838,22.9457,95.8818,25.6442,43.5568,68.2009,42.9815,81.3006,88.7184,64.0313
39.202,18.6633,86.6089,34.8986,5.59335,53.0657,74.7222,21.4768,29.6482,4.9039,19.7768,53.4613,98.7783,38.6833,50.9529,74.509,94.8732,61.1999,61.0628,17.48
69.4933,47.6348,62.4891,93.6355,1.1659,73.7672,37.5807,45.126,91.8438,30.1446,99.7176,28.9788,92.4622,34.3148,65.754,55.7672,49.7915,93.5065,18.8587,93.5588
70.2608,77.6182,56.5983,83.1032,23.9197,73.6846,58.6697,95.6995,23.5069,22.3284,86.0167,61.7692,12.0447,32.0754,59.7092,48.718,20.1998,33.4094,84.7207,44.4331
16.6089,7.73731,4.97855,8.80858,10.5453,25.2376,54.4635,51.9837,50.9691,0.315374,3.24456,5.98884,95.312,17.3981,50.6396,55.9412,91.844,65.3785,39.9079,71.828
28.2773,71.8863,81.736,18.3639,81.4029,59.3689,74.4604,37.024,44.4953,88.9198,53.6485,99.5594,72.1071,66.8021,3.08698,90.0425,14.3624,82.4369,58.8151,95.6873
58.4858,23.6626,83.6952,41.3517,47.019,42.242,90.6056,22.6856,14.5619,4.94957,56.9598,27.7582,2.41823,31.8494,47.5044,41.0649,4.82397,1.29437,69.4625,26.0608
80.6007,24.3942,37.0498,72.1435,82.439,9.04056,40.2029,79.4681,83.9913,40.0772,13.7176,89.1833,96.329,12.5163,47.2048,24.3994,83.6127,62.1586,29.2989,3.09488
53.6355,17.2879,14.7567,71.0315,26.8747,47.3863,32.3048,17.9596,47.3587,23.9716,86.8971,13.2564,82.4199,63.8103,89.3662,67.0025,28.8777,77.694,15.9788,1.42859
18.7805,23.6542,82.3667,4.54909,79.1519,99.0949,73.1709,85.2173,68.0779,86.9447,32.3203,53.8067,60.9463,76.2596,55.0123,73.7153,59.0143,27.5708,42.204,80.591
6.7018,51.7146,7.02687,90.3988,50.254,79.9354,84.9975,65.3138,22.112,99.4743,59.6113,62.5058,74.2094,3.38974,57.9323,4.58841,77.6694,2.80528,61.6725,8.85597
76.0226,46.8217,16.0213,37.5771,56.9128,26.252,73.5749,5.25161,48.1071,49.8756,42.8626,59.4704,78.6864,18.5581,32.256,93.0759,58.3549,85.8794,58.2393,13.5924
5.29426,52.8009,16.2598,28.8474,96.6093,77.5846,9.09225,17.3087,78.1636,50.5413,11.0456,7.9172,74.4646,51.2379,20.9872,89.4388,92.7027,66.6862,23.5752,94.7745
62.4169,2.72135,15.1094,99.5671,6.47421,4.79475,83.5439,98.3119,88.3702,42.9797,31.5201,57.7142,11.1645,29.4319,46.5088,51.7925,14.9839,13.215,74.5254,73.1588
7.16004,13.4475,85.1694,25.6295,31.7569,48.3089,19.7435,21.293,54.3182,81.7171,15.2748,10.1045,14.1925,19.3922,36.3464,68.1995,56.9984,7.60068,28.89,32.0184
76.1225,84.8722,81.9201,66.5155,7.24912,32.5276,56.6987,43.8602,56.8809,80.2159,54.1405,21.6859,98.0353,97.8543,36.2723,61.582,77.1956,61.5098,13.7025,79.6535
76.6888,47.2298,14.2058,60.1892,83.7265,27.7574,56.8844,96.8804,97.1335,30.5275,66.4768,56.3641,22.4637,12.361,43.2673,56.011,67.143,57.7598,24.9602,82.7205
12.4835,49.8433,41.4598,0.708396,53.7233,90.3017,58.6491,71.3339,85.3634,36.9965,83.0458,53.0819,94.521,99.6652,39.4149,46.4711,36.8065,62.3766,26.0943,93.0794
8.12821,27.347,2.03598,31.4858,87.0967,37.9821,77.7317,28.9715,9.93865,66.9138,64.5597,62.9896,65.9097,85.2426,91.1309,58.6984,30.9285,42.1291,18.3144,99.6944
87.2597,17.1361,64.3935,69.3669,47.9748,17.0086,96.7269,3.84882,87.2519,39.645,84.7763,3.12939,45.8321,49.6074,17.1337,41.2252,26.4517,66.831,21.126,21.3329
45.6543,17.2801,0.479793,80.1127,82.8164,29.6864,53.3202,60.8035,94.3342,31.352,72.1052,9.70959,27.9588,74.6197,33.1761,26.3253,39.965,25.0985,0.661871,41.2945
13.7744,0.730651,5.60736,60.055,94.2854,19.7292,8.77475,57.3969,73.1307,65.5373,18.5875,7.09904,87.6784,83.7235,19.1492,8.63159,6.51691,41.4389,22.2784,58.9583
50.7084,20.1818,46.063,35.9302,93.212,94.8426,70.1441,76.8874,64.6362,67.3796,1.41785,91.038,49.692,4.06578,79.8464,88.5911,40.4579,6.90576,1.80771,97.0464
6.91302,56.4152,65.439,20.7641,18.9266,29.5398,40.7175,2.66851,90.4973,1.70029,29.3857,7.34517,48.9516,2.88338,40.733,37.139,87.9875,78.771,92.2115,59.2993
42.1539,8.44406,62.9224,88.3765,4.85355,41.1073,59.4936,8.18232,63.8571,97.025,85.8738,42.9045,89.9691,54.2729,99.6122,42.9949,70.9768,75.6299,45.5395,5.55954
57.8971,10.7925,73.7275,63.1988,23.8968,75.9951,71.6908,81.9883,10.2761,8.81062,22.4095,6.50281,12.9371,35.7172,5.7078,40.6531,44.0608,88.0355,68.9292,77.0184
21.2931,8.27286,55.0825,21.8518,69.2684,7.52141,22.1353,34.3547,36.436,41.4108,30.6584,85.8824,73.9157,29.1701,47.5434,75.1824,89.6112,94.2399,95.6442,86.0427
98.6132,59.5612,23.8123,98.1842,58.8419,19.3304,11.0736,63.0533,20.0072,2.85358,52.7693,25.3076,0.650641,59.938,1.18493,83.709,25.12,42.2099,29.7168,57.3325
89.8734,25.7183,3.33271,35.2407,57.912,90.2726,44.2128,80.4009,48.083,77.4639,29.9044,28.9141,71.4436,27.3385,13.9258,27.307,78.4989,20.1571,27.1443,17.3421
64.7096,56.928,62.0835,89.1685,78.5495,29.634,84.0871,50.2231,32.232,87.1102,10.3663,45.8459,0.189515,27.8447,64.6947,89.5251,26.3285,14.3425,53.2169,13.8219
65.3115,4.88802,8.79327,46.8995,72.279,95.5425,3.91912,20.8276,8.8672,92.2422,8.26116,70.96,6.09404,62.4561,21.2266,38.3161,4.33464,19.3068,87.2263,16.9531
52.8583,97.3082,29.3983,63.1572,30.4025,60.7411,45.9945,50.7772,64.0408,79.1678,61.3312,70.2117,92.4846,40.7709,40.5862,51.8943,48.1489,38.136,4.97106,61.7493
22.0318,95.5964,81.7712,94.252,21.3908,2.14379,43.9365,42.1773,39.6971,40.0274,31.6648,13.2155,81.0815,33.6886,13.154,13.936,75.1823,99.411,26.1203,27.3649
33.7584,13.1597,48.0199,16.1834,74.6172,17.0569,41.2976,13.4447,16.9711,17.863,34.5894,61.6876,19.169,41.6497,27.5144,85.4083,33.6046,37.4371,5.35513,97.9958
3.31322,67.8025,62.4939,3.98225,30.4979,15.6815,39.515,32.4639,53.3588,72.4617,26.8809,4.73332,79.6755,44.0578,78.8947,20.5472,79.3938,69.8644,21.5682,59.6109
87.6456,12.4389,92.0715,97.797,64.0338,97.6331,65.8338,31.8979,29.2929,97.2411,31.0295,21.4952,34.8661,42.2079,85.7341,79.1938,27.8599,9.21988,51.5572,85.0098
83.6319,13.7124,4.73094,7.27246,11.4705,88.348,15.0941,71.8897,54.158,17.4588,25.2719,34.5702,20.783,94.2403,78.356,64.1992,31.354,38.7807,19.2283,95.6908
50.6233,44.8936,4.80815,73.1522,68.1383,86.0241,71.3847,67.2274,88.3944,73.5875,11.5557,58.6517,81.8939,81.442,74.1218,53.4193,36.1133,34.8334,10.9376,82.7029
16.9274,12.6774,91.9153,44.2644,61.7671,15.3485,43.4129,17.8502,54.0577,91.904,39.816,1.92739,71.6277,7.55447,15.1133,23.2909,82.5131,94.8647,45.217,36.5751
20.3042,33.7074,64.5617,92.4671,88.6132,99.8764,95.9268,67.5592,90.7847,78.4278,4.39616,11.1126,26.1677,46.109,66.5399,36.5859,97.6773,83.1649,30.9433,31.9145
91.8874,99.0421,90.0598,51.0081,26.3023,92.1332,28.1119,48.1319,88.1342,84.7393,47.5647,25.9698,95.5712,38.2521,84.5622,41.8699,46.1222,33.2654,55.3527,16.7923
88.3253,48.2452,56.7899,4.34931,13.1955,26.0817,52.0187,73.7486,9.35678,82.5527,6.93777,63.1331,95.925,65.2943,0.381024,49.6551,37.3746,21.4722,79.1547,8.86296
56.4163,84.4986,20.1582,83.73,5.38413,92.1398,61.1538,82.8778,55.0424,36.77,98.9785,15.6245,60.771,12.9202,15.2216,9.26733,59.4329,34.6594,18.6943,33.1683
39.4117,11.7182,99.1813,8.18709,60.8896,50.4429,6.82834,68.6767,22.9225,82.766,96.9594,60.9013,72.3457,96.6954,59.5497,43.0935,76.385,79.8133,93.7389,79.3264
57.7989,45.2983,10.3944,40.9612,48.3055,85.9539,65.6268,98.8933,10.4885,55.1705,33.7498,59.0016,9.43407,24.7789,64.1405,67.4433,38.8132,34.3645,0.277017,4.12509
64.7419,70.8063,84.9941,93.8965,44.1818,73.8307,84.4715,52.0437,3.13319,94.2711,69.552,97.4957,24.1961,53.8173,0.067171,16.657,44.5092,79.6046,56.768,71.5472
8.56674,21.1438,95.2732,93.3658,97.6529,42.2046,33.0345,32.45,95.6932,48.2651,27.2592,21.0024,59.135,58.7428,34.2609,90.9048,33.3267,97.054,49.7004,83.5762
34.5399,54.3129,96.9175,72.3196,41.1713,6.25818,63.4194,34.5992,57.1534,97.0181,95.2256,59.278,90.5652,78.1359,17.322,13.4207,37.2277,99.0529,16.2889,58.4998
82.0046,92.8686,0.465451,82.5638,85.8763,62.509,24.2948,36.7276,52.0173,56.5929,74.0157,98.8549,96.108,29.4832,33.8629,1.00988,1.56004,97.8463,9.48127,94.5929
